symbol,name,raw_name,market,sector,theme,enabled,resolved,note
DBK.DE,Deutsche Bank,Deutsche Bank,DE,Financial,Bank,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
CBK.DE,Commerzbank,Commerzbank,DE,Financial,Bank,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
ALV.DE,Allianz,Allianz,DE,Insurance,Insurance,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
MUV2.DE,Munich Re,Munich Re,DE,Insurance,Insurance,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
HEI.DE,Heidelberg Materials,Heidelberg Materials,DE,Construction,Construction,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
HOT.DE,Hochtief,Hochtief,DE,Construction,Construction,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
RWE.DE,RWE,RWE,DE,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
EOAN.DE,E.ON,E.ON,DE,Energy,Energy,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
NDX1.DE,Nordex,Nordex,DE,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
VNA.DE,Vonovia,Vonovia,DE,Real Estate,Real Estate,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
HEN3.DE,Henkel,Henkel,DE,Environmental Services,Green,false,unresolved,seed_candidate;country=Germany;verify_with_toss_stock_info_before_live;country_market=DE;research_only;current_toss_live_support=KR_US_only
AZN.L,AstraZeneca,AstraZeneca,GB,Healthcare,Biotech,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
GSK.L,GSK,GSK,GB,Healthcare,Healthcare,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
SHEL.L,Shell,Shell,GB,Energy,Energy,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
BP.L,BP,BP,GB,Energy,Energy,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
NG.L,National Grid,National Grid,GB,Energy,Energy,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
SSE.L,SSE,SSE,GB,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
RR.L,Rolls-Royce Holdings,Rolls-Royce Holdings,GB,Aerospace,Aerospace,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
BA.L,BAE Systems,BAE Systems,GB,Defense,Defense,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
IAG.L,International Consolidated Airlines Group,International Consolidated Airlines Group,GB,Aerospace,Aerospace,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
EZJ.L,easyJet,easyJet,GB,Aerospace,Aerospace,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
HSBA.L,HSBC Holdings,HSBC Holdings,GB,Financial,Bank,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
BARC.L,Barclays,Barclays,GB,Financial,Bank,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
LLOY.L,Lloyds Banking Group,Lloyds Banking Group,GB,Financial,Bank,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
NWG.L,NatWest Group,NatWest Group,GB,Financial,Bank,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
LSEG.L,London Stock Exchange Group,London Stock Exchange Group,GB,Technology,AI,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
REL.L,RELX,RELX,GB,Technology,AI,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
III.L,3i Group,3i Group,GB,Financial,Bank,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
RIO.L,Rio Tinto,Rio Tinto,GB,Resources,Resources,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
GLEN.L,Glencore,Glencore,GB,Metals & Mining,Copper,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
AAL.L,Anglo American,Anglo American,GB,Resources,Resources,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
ANTO.L,Antofagasta,Antofagasta,GB,Metals & Mining,Copper,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
CRH.L,CRH,CRH,GB,Construction,Construction,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
BDEV.L,Barratt Redrow,Barratt Redrow,GB,Construction,Construction,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
PSN.L,Persimmon,Persimmon,GB,Construction,Construction,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
VOD.L,Vodafone Group,Vodafone Group,GB,Telecommunication,Telecom,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
BT.A.L,BT Group,BT Group,GB,Telecommunication,Telecom,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
ULVR.L,Unilever,Unilever,GB,Consumer,Consumer,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
DGE.L,Diageo,Diageo,GB,Consumer,Consumer,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
SMT.L,Scottish Mortgage Investment Trust,Scottish Mortgage Investment Trust,GB,Technology,AI,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
WPP.L,WPP,WPP,GB,Technology,AI,false,unresolved,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live;country_market=GB;research_only;current_toss_live_support=KR_US_only
300750.SZ,Contemporary Amperex Technology,Contemporary Amperex Technology,CN,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
002594.SZ,BYD,BYD,CN,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
688981.SS,Semiconductor Manufacturing International,Semiconductor Manufacturing International,CN,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
688041.SS,Hygon Information Technology,Hygon Information Technology,CN,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
603501.SS,Will Semiconductor,Will Semiconductor,CN,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
000063.SZ,ZTE,ZTE,CN,Technology,AI,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
002415.SZ,Hangzhou Hikvision Digital Technology,Hangzhou Hikvision Digital Technology,CN,Technology,AI,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
000333.SZ,Midea Group,Midea Group,CN,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
000651.SZ,Gree Electric Appliances,Gree Electric Appliances,CN,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601012.SS,LONGi Green Energy Technology,LONGi Green Energy Technology,CN,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600438.SS,Tongwei,Tongwei,CN,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601857.SS,PetroChina,PetroChina,CN,Energy,Energy,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600028.SS,China Petroleum & Chemical,China Petroleum & Chemical,CN,Energy,Energy,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601088.SS,China Shenhua Energy,China Shenhua Energy,CN,Resources,Resources,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601899.SS,Zijin Mining Group,Zijin Mining Group,CN,Metals & Mining,Copper,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600547.SS,Shandong Gold Mining,Shandong Gold Mining,CN,Resources,Resources,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600276.SS,Jiangsu Hengrui Pharmaceuticals,Jiangsu Hengrui Pharmaceuticals,CN,Healthcare,Biotech,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
300760.SZ,Shenzhen Mindray Bio-Medical Electronics,Shenzhen Mindray Bio-Medical Electronics,CN,Healthcare,Healthcare,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601668.SS,China State Construction Engineering,China State Construction Engineering,CN,Construction,Construction,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601390.SS,China Railway Group,China Railway Group,CN,Construction,Construction,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601186.SS,China Railway Construction,China Railway Construction,CN,Construction,Construction,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600893.SS,AVIC Shenyang Aircraft,AVIC Shenyang Aircraft,CN,Defense,Defense,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
600760.SS,AVIC Xi'an Aircraft Industry Group,AVIC Xi'an Aircraft Industry Group,CN,Aerospace,Aerospace,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
601318.SS,Ping An Insurance,Ping An Insurance,CN,Insurance,Insurance,false,unresolved,seed_candidate;country=China;verify_with_toss_stock_info_before_live;country_market=CN;research_only;current_toss_live_support=KR_US_only
